key,document_type,heading,law_name
cfr8v1_2019_009609,regulation,§ 248.1 Eligibility.,Title 8
cfr30v2_2019_010199,regulation,§ 581.3 Definitions.,Title 30
180_2019_004171,statute,Sec. 1351,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
080_2019_006556,statute,Sec. 1431,TITLE 8-ALIENS AND NATIONALITY
420_2019_150406,statute,Sec. 14925,TITLE 42-THE PUBLIC HEALTH AND WELFARE
340_2019_008054,statute,Sec. 20106,TITLE 34-CRIME CONTROL AND LAW ENFORCEMENT
220_2019_013842,statute,Sec. 2778,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
180_2019_007689,statute,Sec. 2423,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
420_2019_078046,statute,Sec. 1436a,TITLE 42-THE PUBLIC HEALTH AND WELFARE
480_2019_002143,statute,Sec. 1921c,TITLE 48-TERRITORIES AND INSULAR POSSESSIONS
080_2019_006288,statute,Sec. 1376,TITLE 8-ALIENS AND NATIONALITY
420_2019_113372,statute,Sec. 6705,TITLE 42-THE PUBLIC HEALTH AND WELFARE
cfr22v1_2019_006650,regulation,§ 96.2 Definitions.,Title 22
080_2019_003018,statute,Sec. 1202,TITLE 8-ALIENS AND NATIONALITY
180_2019_002243,statute,Sec. 876,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
180_2019_009185,statute,Sec. 3181,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
080_2019_007603,statute,Sec. 1622,TITLE 8-ALIENS AND NATIONALITY
220_2019_020664,statute,Sec. 5711,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
220_2019_029205,statute,Sec. 8513a,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr45v3_2019_007031,regulation,§ 402.2 Definitions.,Title 45
cfr28v1_2019_006879,regulation,§ 21.3 Aliens.,Title 28
340_2019_001880,statute,Sec. 10461,TITLE 34-CRIME CONTROL AND LAW ENFORCEMENT
080_2019_004299,statute,Sec. 1254a,TITLE 8-ALIENS AND NATIONALITY
cfr22v1_2019_004311,regulation,§ 62.20 Professors and research scholars.,Title 22
cfr22v1_2019_003994,regulation,§ 62.2 Definitions.,Title 22
220_2019_034123,statute,Sec. 9753,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr20v3_2019_005938,regulation,§ 655.502 Definitions.,Title 20
080_2019_005321,statute,Sec. 1326,TITLE 8-ALIENS AND NATIONALITY
cfr20v3_2019_006336,regulation,"§ 655.700 What statutory provisions govern the employment of H-1B, H-1B1, and E-3 nonimmigrants and how do employers apply for H-1B, H-1B1, and E-3 visas?",Title 20
460_2019_002616,statute,Sec. 11113,TITLE 46-SHIPPING
cfr7v15_2019_003593,regulation,§ 3405.2 Definitions.,Title 7
cfr7v15_2019_005412,regulation,§ 3430.802 Definitions.,Title 7
180_2019_004775,statute,Sec. 1596,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr14v4_2019_003648,regulation,§ 243.3 Definitions.,Title 14
cfr45v2_2019_003479,regulation,§ 152.2 Definitions.,Title 45
070_2019_009372,statute,Sec. 1308-3,TITLE 7-AGRICULTURE
080_2019_004779,statute,Sec. 1288,TITLE 8-ALIENS AND NATIONALITY
cfr42v4_2019_002851,regulation,§ 435.4 Definitions and use of terms.,Title 42
cfr7v15_2019_003176,regulation,§ 3402.2 Definitions.,Title 7
520_2019_002076,statute,Sec. 30104,TITLE 52-VOTING AND ELECTIONS
cfr42v4_2019_004941,regulation,§ 436.407 Types of acceptable documentary evidence of citizenship.,Title 42
cfr33v2_2019_002104,regulation,§ 141.10 Definitions.,Title 33
180_2019_005577,statute,Sec. 1962,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr30v2_2019_009214,regulation,§ 556.401 What do I need to show to become qualified to hold a lease on the OCS and obtain a qualification number?,Title 30
180_2019_007099,statute,Sec. 2332a,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
180_2019_000975,statute,Sec. 229F,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
220_2019_010107,statute,Sec. 2395,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
080_2019_007709,statute,Sec. 1642,TITLE 8-ALIENS AND NATIONALITY
420_2019_036540,statute,Sec. 408,TITLE 42-THE PUBLIC HEALTH AND WELFARE
260_2019_069033,statute,Sec. 7201,TITLE 26-INTERNAL REVENUE CODE
500_2019_002531,statute,Sec. 1873,TITLE 50-WAR AND NATIONAL DEFENSE
cfr30v2_2019_010738,regulation,§ 583.120 Who is qualified for a project?,Title 30
cfr49v9_2019_006119,regulation,§ 1572.203 Transportation of explosives from Canada to the United States via railroad carrier.,Title 49
080_2019_004921,statute,Sec. 1324,TITLE 8-ALIENS AND NATIONALITY
150_2019_042433,statute,Sec. 7411,TITLE 15-COMMERCE AND TRADE
cfr20v3_2019_007356,regulation,§ 655.1300 Overview of subpart B and definition of terms.,Title 20
060_2019_001853,statute,Sec. 211,TITLE 6-DOMESTIC SECURITY
100_2019_004242,statute,Sec. 504,TITLE 10-ARMED FORCES
260_2019_037718,statute,Sec. 871,TITLE 26-INTERNAL REVENUE CODE
150_2019_007622,statute,Sec. 78dd-1,TITLE 15-COMMERCE AND TRADE
cfr42v1_2019_007670,regulation,§ 66.102 Definitions.,Title 42
060_2019_005244,statute,Sec. 469,TITLE 6-DOMESTIC SECURITY
220_2019_027734,statute,Sec. 7843,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
180_2019_000047,statute,Sec. 16,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr7v10_2019_009862,regulation,§ 1400.401 Eligibility.,Title 7
180_2019_007367,statute,Sec. 2339B,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr11v1_2019_002758,regulation,"§ 110.20 Prohibition on contributions, donations, expenditures, independent expenditures, and disbursements by foreign nationals (52 U.S.C. 30121, 36 U.S.C. 510).",Title 11
cfr32v3_2019_004880,regulation,§ 584.5 U.S. citizenship determinations on children born out of wedlock in a foreign country.,Title 32
500_2019_013123,statute,Sec. 3803,TITLE 50-WAR AND NATIONAL DEFENSE
cfr49v1_2019_002937,regulation,§ 24.2 Definitions and acronyms.,Title 49
080_2019_000601,statute,Sec. 1153,TITLE 8-ALIENS AND NATIONALITY
cfr15v2_2019_003356,regulation,"§ 740.9 Temporary imports, exports, reexports, and transfers (in-country) (TMP).",Title 15
cfr8v1_2019_013200,regulation,§ 1208.21 Admission of the asylee's spouse and children.,Title 8
340_2019_001595,statute,Sec. 10441,TITLE 34-CRIME CONTROL AND LAW ENFORCEMENT
420_2019_036986,statute,Sec. 414,TITLE 42-THE PUBLIC HEALTH AND WELFARE
cfr22v1_2019_007348,regulation,§ 96.72 Referral of complaints to the Secretary and other authorities.,Title 22
cfr22v1_2019_007754,regulation,§ 120.15 U.S. person.,Title 22
cfr20v3_2019_004326,regulation,§ 655.5 Definition of terms.,Title 20
220_2019_010995,statute,Sec. 2454,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
100_2019_009202,statute,Sec. 1060a,TITLE 10-ARMED FORCES
520_2019_002783,statute,Sec. 30121,TITLE 52-VOTING AND ELECTIONS
080_2019_005365,statute,Sec. 1354,TITLE 8-ALIENS AND NATIONALITY
cfr7v15_2019_005709,regulation,§ 3430.1202 Definitions.,Title 7
080_2019_007720,statute,Sec. 1643,TITLE 8-ALIENS AND NATIONALITY
060_2019_002991,statute,Sec. 297,TITLE 6-DOMESTIC SECURITY
cfr30v2_2019_009901,regulation,§ 580.1 What definitions apply to this part?,Title 30
190_2019_018613,statute,Sec. 4452,TITLE 19-CUSTOMS DUTIES
340_2019_001160,statute,Sec. 10381,TITLE 34-CRIME CONTROL AND LAW ENFORCEMENT
500_2019_000037,statute,Sec. 47f,TITLE 50-WAR AND NATIONAL DEFENSE
220_2019_011505,statute,Sec. 2508,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
080_2019_003490,statute,Sec. 1229,TITLE 8-ALIENS AND NATIONALITY
180_2019_003887,statute,Sec. 1119,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
080_2019_006604,statute,Sec. 1438,TITLE 8-ALIENS AND NATIONALITY
080_2019_006567,statute,Sec. 1433,TITLE 8-ALIENS AND NATIONALITY
460_2019_000007,statute,Sec. 104,TITLE 46-SHIPPING
080_2019_008078,statute,Sec. 1762,TITLE 8-ALIENS AND NATIONALITY
220_2019_033993,statute,Sec. 9721,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
420_2019_036659,statute,Sec. 410,TITLE 42-THE PUBLIC HEALTH AND WELFARE
080_2019_002314,statute,Sec. 1186a,TITLE 8-ALIENS AND NATIONALITY
cfr29v3_2019_001167,regulation,§ 503.4 Definition of terms.,Title 29
080_2019_006218,statute,Sec. 1375c,TITLE 8-ALIENS AND NATIONALITY
280_2019_003651,statute,Sec. 1605A,TITLE 28-JUDICIARY AND JUDICIAL PROCEDURE
500_2019_009539,statute,Sec. 3121,TITLE 50-WAR AND NATIONAL DEFENSE
cfr44v1_2019_003569,regulation,§ 80.3 Definitions.,Title 44
080_2019_001040,statute,Sec. 1159,TITLE 8-ALIENS AND NATIONALITY
180_2019_000474,statute,Sec. 175b,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
180_2019_006004,statute,Sec. 2251A,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr20v3_2019_004918,regulation,§ 655.103 Overview of this subpart and definition of terms.,Title 20
080_2019_004759,statute,Sec. 1282,TITLE 8-ALIENS AND NATIONALITY
180_2019_000143,statute,Sec. 37,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
450_2019_000303,statute,Sec. 231,TITLE 45-RAILROADS
080_2019_005962,statute,Sec. 1375a,TITLE 8-ALIENS AND NATIONALITY
080_2019_004730,statute,Sec. 1257,TITLE 8-ALIENS AND NATIONALITY
080_2019_007580,statute,Sec. 1621,TITLE 8-ALIENS AND NATIONALITY
220_2019_015323,statute,Sec. 3602,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr28v2_2019_013566,regulation,§ 1100.25 Definitions.,Title 28
180_2019_002248,statute,Sec. 877,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr26v11_2019_005407,regulation,§ 1.872-2 Exclusions from gross income of nonresident alien individuals.,Title 26
490_2019_018863,statute,Sec. 46502,TITLE 49-TRANSPORTATION
cfr49v9_2019_005803,regulation,§ 1570.13 False statements regarding security background checks by public transportation agency or railroad carrier.,Title 49
100_2019_014131,statute,Sec. 1596b,TITLE 10-ARMED FORCES
cfr22v1_2019_003990,regulation,§ 62.1 Purpose.,Title 22
cfr22v1_2019_007755,regulation,§ 120.16 Foreign person.,Title 22
180_2019_006748,statute,Sec. 2290,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
