key,type,document_type,heading,law_name,tokens_n,tokens_unique,max_leaf_tokens,items_n,seqitems_n,subseqitems_n,self_loops_n,reliance_n,responsibility_n,reliance_diversity_n,responsibility_diversity_n
050_2014_003329,item,statute,CHAPTER 45-INCENTIVE AWARDS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,2226,552,100,3,18,78,4,12,36,7,17
050_2014_003429,item,statute,CHAPTER 47-PERSONNEL RESEARCH PROGRAMS AND DEMONSTRATION PROJECTS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1396,496,71,0,6,63,0,4,21,3,4
050_2014_003499,item,statute,CHAPTER 48-AGENCY PERSONNEL DEMONSTRATION PROJECT,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,248,130,118,0,2,6,0,3,2,2,2
050_2014_003509,item,statute,CHAPTER 51-CLASSIFICATION,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,4765,1024,152,0,15,195,5,21,70,18,30
050_2014_003720,item,statute,CHAPTER 53-PAY RATES AND SYSTEMS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,22754,2827,207,9,65,974,92,81,1007,29,244
050_2014_004769,item,statute,CHAPTER 54-HUMAN CAPITAL PERFORMANCE FUND,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1307,453,85,0,8,50,5,8,4,3,4
050_2014_004828,item,statute,CHAPTER 55-PAY ADMINISTRATION,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,31029,3357,358,9,73,907,94,122,912,46,143
050_2014_005818,item,statute,"CHAPTER 57-TRAVEL, TRANSPORTATION, AND SUBSISTENCE",TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,16188,2010,165,4,52,469,79,31,369,18,213
050_2014_006344,item,statute,CHAPTER 59-ALLOWANCES,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,6199,1302,188,4,24,169,12,24,110,11,43
050_2014_006543,item,statute,CHAPTER 61-HOURS OF WORK,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,4285,886,135,2,20,127,17,26,65,7,28
050_2014_006693,item,statute,CHAPTER 63-LEAVE,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,14089,1890,193,6,51,397,61,63,133,24,16
050_2014_007148,item,statute,CHAPTER 65-TELEWORK,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,2001,633,67,0,6,113,3,3,1,3,1
050_2014_007269,item,statute,CHAPTER 71-LABOR-MANAGEMENT RELATIONS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,12148,1955,438,4,25,364,26,25,207,13,42
050_2014_007663,item,statute,CHAPTER 72-ANTIDISCRIMINATION; RIGHT TO PETITION CONGRESS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,880,348,113,2,5,23,0,1,17,1,10
050_2014_007694,item,statute,"CHAPTER 73-SUITABILITY, SECURITY, AND CONDUCT",TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,5548,1264,254,7,20,186,13,21,112,12,40
050_2014_007908,item,statute,CHAPTER 75-ADVERSE ACTIONS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,2325,533,94,5,15,105,8,19,84,11,28
050_2014_008034,item,statute,CHAPTER 77-APPEALS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,4257,807,265,0,3,100,4,18,109,6,21
050_2014_008138,item,statute,CHAPTER 79-SERVICES TO EMPLOYEES,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1461,537,80,0,6,67,0,6,16,5,15
050_2014_008213,item,statute,CHAPTER 81-COMPENSATION FOR WORK INJURIES,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,16929,2559,259,3,61,442,75,35,290,13,61
050_2014_008720,item,statute,CHAPTER 83-RETIREMENT,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,45054,4162,491,3,36,1170,235,154,481,48,84
050_2014_009930,item,statute,CHAPTER 84-FEDERAL EMPLOYEES&apos; RETIREMENT SYSTEM,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,52853,4309,196,7,76,1569,391,151,452,36,42
050_2014_011583,item,statute,CHAPTER 85-UNEMPLOYMENT COMPENSATION,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,3454,752,161,2,14,96,7,5,17,4,3
050_2014_011696,item,statute,CHAPTER 87-LIFE INSURANCE,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,10496,1400,205,0,20,211,55,29,48,13,10
050_2014_011928,item,statute,CHAPTER 89-HEALTH INSURANCE,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,15714,2257,323,0,20,407,91,57,170,12,27
050_2014_012356,item,statute,CHAPTER 89A-ENHANCED DENTAL BENEFITS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1883,563,73,0,12,70,2,5,1,2,1
050_2014_012439,item,statute,CHAPTER 89B-ENHANCED VISION BENEFITS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1871,555,73,0,12,64,2,5,1,2,1
050_2014_012516,item,statute,CHAPTER 90-LONG-TERM CARE INSURANCE,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,3367,962,128,0,9,113,13,7,0,5,0
050_2014_012640,item,statute,CHAPTER 91-ACCESS TO CRIMINAL HISTORY RECORDS FOR NATIONAL SECURITY AND OTHER PURPOSES,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,779,309,100,0,1,29,0,0,9,0,3
050_2014_012672,item,statute,CHAPTER 95-PERSONNEL FLEXIBILITIES RELATING TO THE INTERNAL REVENUE SERVICE,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,2980,818,111,0,10,100,4,39,2,11,1
050_2014_012783,item,statute,CHAPTER 97-DEPARTMENT OF HOMELAND SECURITY,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1502,546,95,0,1,60,0,5,12,2,2
050_2014_012845,item,statute,CHAPTER 98-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,6609,1257,128,0,15,240,34,36,1,12,1
050_2014_013101,item,statute,CHAPTER 99-DEPARTMENT OF DEFENSE PERSONNEL AUTHORITIES,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,3960,1084,258,0,4,141,0,26,6,15,4
050_2014_013247,item,statute,CHAPTER 101-FEDERAL EMERGENCY MANAGEMENT AGENCY PERSONNEL,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1866,502,67,0,6,83,1,2,1,1,1
050_2014_013337,item,statute,CHAPTER 102-UNITED STATES SECRET SERVICE UNIFORMED DIVISION PERSONNEL,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1479,457,140,0,10,43,6,11,0,6,0
120_2014_000002,item,statute,CHAPTER 1-THE COMPTROLLER OF THE CURRENCY,TITLE 12-BANKS AND BANKING,1112,372,208,0,18,9,0,4,46,4,13
120_2014_000030,item,statute,CHAPTER 2-NATIONAL BANKS,TITLE 12-BANKS AND BANKING,34644,3833,2023,17,141,688,29,100,429,22,31
120_2014_000877,item,statute,CHAPTER 3-FEDERAL RESERVE SYSTEM,TITLE 12-BANKS AND BANKING,40189,3954,607,17,165,791,45,95,392,18,46
120_2014_001851,item,statute,CHAPTER 4-TAXATION,TITLE 12-BANKS AND BANKING,118,82,45,4,7,0,0,0,2,0,2
120_2014_001863,item,statute,CHAPTER 5-CRIMES AND OFFENSES,TITLE 12-BANKS AND BANKING,150,76,150,2,4,0,0,0,0,0,0
120_2014_001870,item,statute,CHAPTER 6-FOREIGN BANKING,TITLE 12-BANKS AND BANKING,7030,1259,442,2,30,36,5,5,196,3,27
120_2014_001939,item,statute,CHAPTER 6A-EXPORT-IMPORT BANK OF THE UNITED STATES,TITLE 12-BANKS AND BANKING,24387,3363,737,3,35,812,34,56,13,22,2
120_2014_002790,item,statute,CHAPTER 7-FARM CREDIT ADMINISTRATION,TITLE 12-BANKS AND BANKING,0,0,0,59,99,0,0,0,4,0,1
120_2014_002949,item,statute,CHAPTER 7A-AGRICULTURAL MARKETING,TITLE 12-BANKS AND BANKING,2202,711,156,0,12,52,4,3,81,3,45
120_2014_003014,item,statute,CHAPTER 7B-REGIONAL AGRICULTURAL CREDIT CORPORATIONS,TITLE 12-BANKS AND BANKING,702,254,232,0,7,13,3,0,1,0,1
120_2014_003035,item,statute,CHAPTER 8-ADJUSTMENT AND CANCELLATION OF FARM LOANS,TITLE 12-BANKS AND BANKING,1042,436,553,0,4,0,1,0,0,0,0
120_2014_003040,item,statute,CHAPTER 9-NATIONAL AGRICULTURAL CREDIT CORPORATIONS,TITLE 12-BANKS AND BANKING,0,0,0,18,24,0,0,0,0,0,0
120_2014_003083,item,statute,"CHAPTER 10-LOCAL AGRICULTURAL-CREDIT CORPORATIONS, LIVESTOCK-LOAN COMPANIES AND LIKE ORGANIZATIONS; LOANS TO INDIVIDUALS TO AID IN FORMATION OR TO INCREASE CAPITAL STOCK",TITLE 12-BANKS AND BANKING,444,190,160,0,4,4,0,0,0,0,0
120_2014_003092,item,statute,CHAPTER 11-FEDERAL HOME LOAN BANKS,TITLE 12-BANKS AND BANKING,24035,2890,445,0,44,1014,43,62,219,21,23
120_2014_004151,item,statute,CHAPTER 11A-FEDERAL HOME LOAN MORTGAGE CORPORATION,TITLE 12-BANKS AND BANKING,8678,1731,704,0,9,177,5,23,72,6,18
120_2014_004338,item,statute,CHAPTER 12-SAVINGS ASSOCIATIONS,TITLE 12-BANKS AND BANKING,33010,3447,245,0,17,1357,23,127,347,25,23
120_2014_005713,item,statute,CHAPTER 13-NATIONAL HOUSING,TITLE 12-BANKS AND BANKING,205108,9664,749,18,274,5036,566,364,507,65,82
120_2014_011042,item,statute,CHAPTER 14-FEDERAL CREDIT UNIONS,TITLE 12-BANKS AND BANKING,55419,4980,527,3,67,1902,70,115,265,32,49
120_2014_013015,item,statute,CHAPTER 15-FEDERAL LOAN AGENCY,TITLE 12-BANKS AND BANKING,0,0,0,0,1,0,0,0,0,0,0
120_2014_013017,item,statute,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,TITLE 12-BANKS AND BANKING,121600,7544,503,0,71,5542,233,321,1507,60,94
120_2014_018631,item,statute,CHAPTER 17-BANK HOLDING COMPANIES,TITLE 12-BANKS AND BANKING,29751,3037,656,0,14,1029,48,102,494,20,44
120_2014_019675,item,statute,CHAPTER 18-BANK SERVICE COMPANIES,TITLE 12-BANKS AND BANKING,1718,461,98,0,7,56,4,7,18,3,5
120_2014_019739,item,statute,CHAPTER 19-SECURITY MEASURES FOR BANKS AND SAVINGS ASSOCIATIONS,TITLE 12-BANKS AND BANKING,233,133,62,0,4,7,1,1,10,1,4
120_2014_019751,item,statute,CHAPTER 20-CREDIT CONTROL,TITLE 12-BANKS AND BANKING,0,0,0,0,1,0,0,0,0,0,0
120_2014_019753,item,statute,CHAPTER 21-FINANCIAL RECORDKEEPING,TITLE 12-BANKS AND BANKING,1004,313,125,0,9,12,2,12,11,3,6
120_2014_019775,item,statute,CHAPTER 22-TYING ARRANGEMENTS,TITLE 12-BANKS AND BANKING,2472,672,181,0,8,47,4,15,29,4,8
120_2014_019831,item,statute,CHAPTER 23-FARM CREDIT SYSTEM,TITLE 12-BANKS AND BANKING,72369,5130,490,39,223,2693,150,38,77,22,29
120_2014_022787,item,statute,CHAPTER 24-FEDERAL FINANCING BANK,TITLE 12-BANKS AND BANKING,2793,759,205,0,18,51,5,2,12,2,9
120_2014_022857,item,statute,CHAPTER 25-NATIONAL COMMISSION ON ELECTRONIC FUND TRANSFERS,TITLE 12-BANKS AND BANKING,1467,485,133,0,8,55,0,1,0,1,0
120_2014_022921,item,statute,CHAPTER 26-DISPOSITION OF ABANDONED MONEY ORDERS AND TRAVELER'S CHECKS,TITLE 12-BANKS AND BANKING,614,186,155,0,3,14,0,0,0,0,0
120_2014_022939,item,statute,CHAPTER 27-REAL ESTATE SETTLEMENT PROCEDURES,TITLE 12-BANKS AND BANKING,8315,1590,656,0,15,253,16,16,117,7,23
120_2014_023208,item,statute,CHAPTER 28-EMERGENCY MORTGAGE RELIEF,TITLE 12-BANKS AND BANKING,2079,550,184,0,11,52,18,4,1,2,1
120_2014_023272,item,statute,CHAPTER 29-HOME MORTGAGE DISCLOSURE,TITLE 12-BANKS AND BANKING,4905,951,251,0,11,186,19,23,27,9,9
120_2014_023470,item,statute,CHAPTER 30-COMMUNITY REINVESTMENT,TITLE 12-BANKS AND BANKING,2262,584,92,0,8,114,4,11,65,2,14
120_2014_023593,item,statute,CHAPTER 31-NATIONAL CONSUMER COOPERATIVE BANK,TITLE 12-BANKS AND BANKING,8561,1704,479,2,29,172,25,18,1,6,1
120_2014_023797,item,statute,CHAPTER 32-FOREIGN BANK PARTICIPATION IN DOMESTIC MARKETS,TITLE 12-BANKS AND BANKING,11398,1618,750,0,12,350,18,70,173,10,27
120_2014_024160,item,statute,CHAPTER 33-DEPOSITORY INSTITUTION MANAGEMENT INTERLOCKS,TITLE 12-BANKS AND BANKING,2467,570,242,0,8,53,9,11,43,5,9
120_2014_024222,item,statute,CHAPTER 34-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,TITLE 12-BANKS AND BANKING,1619,560,110,0,11,65,0,2,11,2,4
120_2014_024299,item,statute,CHAPTER 34A-APPRAISAL SUBCOMMITTEE OF FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,TITLE 12-BANKS AND BANKING,5899,1258,154,0,25,231,6,8,58,5,14
120_2014_024556,item,statute,CHAPTER 35-RIGHT TO FINANCIAL PRIVACY,TITLE 12-BANKS AND BANKING,9217,1414,204,0,22,242,52,33,92,19,26
120_2014_024821,item,statute,CHAPTER 36-DEPOSITORY INSTITUTIONS DEREGULATION AND FINANCIAL REGULATION SIMPLIFICATION,TITLE 12-BANKS AND BANKING,0,0,0,2,2,0,0,0,0,0,0
120_2014_024826,item,statute,CHAPTER 37-SOLAR ENERGY AND ENERGY CONSERVATION BANK,TITLE 12-BANKS AND BANKING,0,0,0,0,1,0,0,0,0,0,0
120_2014_024828,item,statute,CHAPTER 38-MULTIFAMILY MORTGAGE FORECLOSURE,TITLE 12-BANKS AND BANKING,5011,1093,349,0,17,93,20,12,16,6,1
120_2014_024939,item,statute,CHAPTER 38A-SINGLE FAMILY MORTGAGE FORECLOSURE,TITLE 12-BANKS AND BANKING,5151,1138,152,0,18,264,15,13,5,6,1
120_2014_025222,item,statute,CHAPTER 39-ALTERNATIVE MORTGAGE TRANSACTIONS,TITLE 12-BANKS AND BANKING,1542,477,108,0,6,49,3,7,10,4,6
120_2014_025278,item,statute,CHAPTER 40-INTERNATIONAL LENDING SUPERVISION,TITLE 12-BANKS AND BANKING,3213,862,119,0,13,111,5,15,41,4,5
120_2014_025403,item,statute,CHAPTER 41-EXPEDITED FUNDS AVAILABILITY,TITLE 12-BANKS AND BANKING,7078,1206,111,0,10,383,23,9,13,5,5
120_2014_025797,item,statute,CHAPTER 42-LOW-INCOME HOUSING PRESERVATION AND RESIDENT HOMEOWNERSHIP,TITLE 12-BANKS AND BANKING,14181,1922,238,2,32,487,141,40,14,6,4
120_2014_026319,item,statute,CHAPTER 43-ACTIONS AGAINST PERSONS COMMITTING BANK FRAUD CRIMES,TITLE 12-BANKS AND BANKING,4521,717,94,3,30,160,51,12,0,3,0
120_2014_026513,item,statute,CHAPTER 44-TRUTH IN SAVINGS,TITLE 12-BANKS AND BANKING,3068,714,92,0,13,145,5,17,12,6,5
120_2014_026672,item,statute,CHAPTER 45-PAYMENT SYSTEM RISK REDUCTION,TITLE 12-BANKS AND BANKING,2466,501,109,2,9,105,4,38,30,12,8
120_2014_026789,item,statute,CHAPTER 46-GOVERNMENT SPONSORED ENTERPRISES,TITLE 12-BANKS AND BANKING,50628,4464,212,9,78,2503,156,111,366,34,15
120_2014_029380,item,statute,CHAPTER 47-COMMUNITY DEVELOPMENT BANKING,TITLE 12-BANKS AND BANKING,15819,2265,101,2,30,886,51,36,50,14,16
120_2014_030299,item,statute,CHAPTER 48-FINANCIAL INSTITUTIONS REGULATORY IMPROVEMENT,TITLE 12-BANKS AND BANKING,2412,611,78,0,10,144,0,11,1,4,1
120_2014_030454,item,statute,CHAPTER 49-HOMEOWNERS PROTECTION,TITLE 12-BANKS AND BANKING,5120,848,85,0,10,224,20,19,6,10,5
120_2014_030689,item,statute,CHAPTER 50-CHECK TRUNCATION,TITLE 12-BANKS AND BANKING,6742,1191,97,0,18,366,23,8,7,4,3
120_2014_031074,item,statute,CHAPTER 51-SECURE AND FAIR ENFORCEMENT FOR MORTGAGE LICENSING,TITLE 12-BANKS AND BANKING,5763,1249,216,0,16,269,13,5,52,4,11
120_2014_031360,item,statute,CHAPTER 52-EMERGENCY ECONOMIC STABILIZATION,TITLE 12-BANKS AND BANKING,17745,2703,174,3,42,820,73,48,20,21,9
120_2014_032226,item,statute,CHAPTER 53-WALL STREET REFORM AND CONSUMER PROTECTION,TITLE 12-BANKS AND BANKING,113441,7175,241,21,140,5337,207,340,180,69,32
120_2014_037725,item,statute,CHAPTER 54-STATE SMALL BUSINESS CREDIT INITIATIVE,TITLE 12-BANKS AND BANKING,5343,1022,137,0,10,283,20,5,0,5,0
160_2014_000002,item,statute,"CHAPTER 1-NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES",TITLE 16-CONSERVATION,449235,18163,1846,228,2247,10500,1278,550,518,95,40
160_2014_012978,item,statute,"CHAPTER 1A-HISTORIC SITES, BUILDINGS, OBJECTS, AND ANTIQUITIES",TITLE 16-CONSERVATION,706,301,112,6,91,24,0,0,308,0,55
160_2014_013100,item,statute,CHAPTER 1B-ARCHAEOLOGICAL RESOURCES PROTECTION,TITLE 16-CONSERVATION,3800,948,181,0,13,114,14,5,49,5,20
160_2014_013228,item,statute,CHAPTER 1C-PALEONTOLOGICAL RESOURCES PRESERVATION,TITLE 16-CONSERVATION,2335,713,161,0,12,104,0,11,0,7,0
160_2014_013345,item,statute,CHAPTER 2-NATIONAL FORESTS,TITLE 16-CONSERVATION,71647,6467,454,2,217,2486,104,216,151,38,30
160_2014_016051,item,statute,CHAPTER 3-FORESTS; FOREST SERVICE; REFORESTATION; MANAGEMENT,TITLE 16-CONSERVATION,21687,3299,387,5,163,318,18,91,64,23,22
160_2014_016538,item,statute,CHAPTER 3A-UNEMPLOYMENT RELIEF THROUGH PERFORMANCE OF USEFUL PUBLIC WORK,TITLE 16-CONSERVATION,0,0,0,2,5,0,0,0,5,0,2
160_2014_016546,item,statute,CHAPTER 3B-SOIL CONSERVATION,TITLE 16-CONSERVATION,5905,1416,561,0,28,181,9,8,81,4,31
160_2014_016756,item,statute,CHAPTER 3C-WATER CONSERVATION,TITLE 16-CONSERVATION,4152,867,377,2,14,51,2,3,3,3,2
160_2014_016824,item,statute,"CHAPTER 4-PROTECTION OF TIMBER, AND DEPREDATIONS",TITLE 16-CONSERVATION,12004,1947,265,0,40,366,22,9,93,5,7
160_2014_017231,item,statute,CHAPTER 5-PROTECTION OF FUR SEALS AND OTHER FUR-BEARING ANIMALS,TITLE 16-CONSERVATION,126,80,61,0,12,0,0,0,0,0,0
160_2014_017244,item,statute,CHAPTER 5A-PROTECTION AND CONSERVATION OF WILDLIFE,TITLE 16-CONSERVATION,9961,1927,380,3,30,172,16,10,126,6,33
160_2014_017450,item,statute,CHAPTER 5B-WILDLIFE RESTORATION,TITLE 16-CONSERVATION,7141,1282,299,0,16,216,31,11,26,4,9
160_2014_017683,item,statute,CHAPTER 5C-CONSERVATION PROGRAMS ON GOVERNMENT LANDS,TITLE 16-CONSERVATION,6404,1274,140,2,20,199,10,15,13,11,5
160_2014_017905,item,statute,CHAPTER 6-GAME AND BIRD PRESERVES; PROTECTION,TITLE 16-CONSERVATION,22551,3253,498,0,121,566,27,68,2,15,2
160_2014_018593,item,statute,CHAPTER 7-PROTECTION OF MIGRATORY GAME AND INSECTIVOROUS BIRDS,TITLE 16-CONSERVATION,9440,1845,294,6,64,305,26,6,101,3,27
160_2014_018969,item,statute,CHAPTER 8-UPPER MISSISSIPPI RIVER NATIONAL WILDLIFE AND FISH REFUGE,TITLE 16-CONSERVATION,1228,440,171,0,11,14,1,0,0,0,0
160_2014_018995,item,statute,CHAPTER 9-FISH AND WILDLIFE SERVICE,TITLE 16-CONSERVATION,8665,1915,220,0,43,209,5,22,22,17,11
160_2014_019248,item,statute,CHAPTER 9A-PRESERVATION OF FISHERY RESOURCES,TITLE 16-CONSERVATION,3782,973,447,0,44,17,7,2,5,2,3
160_2014_019310,item,statute,CHAPTER 9B-NATIONAL FISH HATCHERY SYSTEM ENHANCEMENT,TITLE 16-CONSERVATION,1116,427,88,0,5,45,0,3,0,2,0
160_2014_019361,item,statute,CHAPTER 10-NORTHERN PACIFIC HALIBUT FISHING,TITLE 16-CONSERVATION,3818,983,198,4,15,123,13,8,6,7,3
160_2014_019504,item,statute,CHAPTER 10A-SOCKEYE OR PINK SALMON FISHING,TITLE 16-CONSERVATION,0,0,0,0,1,0,0,0,0,0,0
160_2014_019506,item,statute,CHAPTER 10B-FISH RESTORATION AND MANAGEMENT PROJECTS,TITLE 16-CONSERVATION,7591,1468,317,0,17,276,37,8,31,5,9
160_2014_019800,item,statute,CHAPTER 10C-FISH RESEARCH AND EXPERIMENTATION PROGRAM,TITLE 16-CONSERVATION,299,147,91,0,5,7,1,0,1,0,1
160_2014_019813,item,statute,CHAPTER 10D-STATE COMMERCIAL FISHERIES RESEARCH AND DEVELOPMENT PROJECTS,TITLE 16-CONSERVATION,0,0,0,0,1,0,0,0,1,0,1
160_2014_019815,item,statute,"CHAPTER 11-REGULATION OF LANDING, CURING, AND SALE OF SPONGES TAKEN FROM GULF OF MEXICO AND STRAITS OF FLORIDA",TITLE 16-CONSERVATION,381,149,124,0,5,0,0,0,2,0,2
160_2014_019821,item,statute,CHAPTER 12-FEDERAL REGULATION AND DEVELOPMENT OF POWER,TITLE 16-CONSERVATION,48376,4692,637,4,106,1032,166,52,298,27,51
160_2014_020964,item,statute,CHAPTER 12A-TENNESSEE VALLEY AUTHORITY,TITLE 16-CONSERVATION,17195,2843,779,0,45,253,13,7,30,4,14
160_2014_021263,item,statute,CHAPTER 12B-BONNEVILLE PROJECT,TITLE 16-CONSERVATION,4254,1069,477,0,15,66,3,11,14,3,4
160_2014_021345,item,statute,CHAPTER 12C-FORT PECK PROJECT,TITLE 16-CONSERVATION,2789,732,300,0,18,18,3,2,0,2,0
160_2014_021382,item,statute,CHAPTER 12D-COLUMBIA BASIN PROJECT,TITLE 16-CONSERVATION,2843,805,272,0,19,12,2,6,0,4,0
160_2014_021414,item,statute,CHAPTER 12E-NIAGARA POWER PROJECT,TITLE 16-CONSERVATION,1078,381,274,0,2,9,0,1,0,1,0
